,Movies,movie_id
1487,Germinal (1993),0112819
1488,Chasers (1994),0114241
1489,Fausto (1993),0071607
1490,Tough and Deadly (1995),0111048
1491,Window to Paris (1994),0113147
1492,"Modern Affair, A (1995)",0120744
1493,"Mostro, Il (1994)",0110189
1494,Flirt (1995),0109454
1495,Carpool (1996),0113173
1496,"Line King: Al Hirschfeld, The (1996)",0106834
1497,Farmer & Chase (1995),0107002
1498,Grosse Fatigue (1994),0109403
1499,Santa with Muscles (1996),0106878
1500,Prisoner of the Mountains (Kavkazsky Plennik) (1996),0114706
1501,Naked in New York (1994),0110719
1502,Gold Diggers: The Secret of Bear Mountain (1995),0113839
1503,"Bewegte Mann, Der (1994)",0110570
1504,Killer: A Journal of Murder (1995),0113080
1505,Nelly & Monsieur Arnaud (1995),0115836
1506,Three Lives and Only One Death (1996),0116886
1507,"Babysitter, The (1995)",0113031
1508,Getting Even with Dad (1994),0109942
1509,Mad Dog Time (1996),13174656
1510,Children of the Revolution (1996),0116754
1511,"World of Apu, The (Apur Sansar) (1959)",0104431
1512,Sprung (1997),0113188
1513,Dream With the Fishes (1997),18757264
1514,Wings of Courage (1995),0113542
1515,"Wedding Gift, The (1994)",0113947
1516,Race the Sun (1996),0117968
1517,Losing Isaiah (1995),0112438
1518,New Jersey Drive (1995),0109891
1519,"Fear, The (1995)",0116953
1520,Mr. Wonderful (1993),0115886
1521,Trial by Jury (1994),0052572
1522,"Good Man in Africa, A (1994)",0120190
1523,Kaspar Hauser (1993),0119019
1524,"Object of My Affection, The (1998)",0114952
1525,Witness (1985),10302982
1526,Senseless (1998),0117427
1527,Nowhere (1997),0113691
1528,Underground (1995),0113967
1529,Jefferson in Paris (1995),0113043
1530,Far From Home: The Adventures of Yellow Dog (1995),0107613
1531,Foreign Student (1994),0111488
1532,I Don't Want to Talk About It (De eso no se habla) (1993),0109920
1533,Twin Town (1997),0110246
1534,"Enfer, L' (1994)",0120772
1535,Aiqing wansui (1994),0090329
1536,Cosi (1996),0120820
1537,All Over Me (1997),0119809
1538,Being Human (1993),0114787
1539,"Amazing Panda Adventure, The (1995)",0113463
1540,"Beans of Egypt, Maine, The (1994)",0113028
1541,"Scarlet Letter, The (1926)",0109828
1542,Johns (1996),
1543,It Takes Two (1995),0120394
1544,Frankie Starlight (1995),0109731
1545,Shadows (Cienie) (1988),0109066
1546,"Show, The (1995)",0115951
1547,The Courtyard (1995),0118586
1548,Dream Man (1995),1349938
1549,Destiny Turns on the Radio (1995),0112342
1550,"Glass Shield, The (1994)",0109226
1551,"Hunted, The (1995)",0017350
1552,"Underneath, The (1995)",0116714
1553,Safe Passage (1994),0113442
1554,"Secret Adventures of Tom Thumb, The (1993)",0113107
1555,Condition Red (1995),2097245
1556,Yankee Zulu (1994),0111945
1557,Aparajito (1956),0112727
1558,Hostile Intentions (1994),0112899
1559,Clean Slate (Coup de Torchon) (1981),0112854
1560,Tigrero: A Film That Was Never Made (1994),0109906
1561,"Eye of Vichy, The (Oeil de Vichy, L') (1993)",0113360
1562,"Promise, The (Versprechen, Das) (1994)",0114788
1563,To Cross the Rubicon (1991),0111054
1564,Daens (1992),0108069
1565,"Man from Down Under, The (1943)",0112712
1566,Careful (1992),0111787
1567,Vermont Is For Lovers (1992),0048956
1568,"Vie est belle, La (Life is Rosey) (1987)",0110061
1569,Quartier Mozart (1992),0082206
1570,Touki Bouki (Journey of the Hyena) (1973),0111430
1571,Wend Kuuni (God's Gift) (1982),
1572,Spirits of the Dead (Tre passi nel delirio) (1968),
1573,Pharaoh's Army (1995),0103095
1574,"I, Worst of All (Yo, la peor de todas) (1990)",0104046
1575,"Hungarian Fairy Tale, A (1987)",0031612
1576,"Death in the Garden (Mort en ce jardin, La) (1956)",0103926
1577,"Collectionneuse, La (1967)",0105737
1578,Baton Rouge (1988),0094265
1579,Liebelei (1933),0105201
1580,"Woman in Question, The (1950)",0070820
1581,T-Men (1947),
1582,"Invitation, The (Zaproszenie) (1986)",0063715
1583,"Symphonie pastorale, La (1946)",0114122
1584,American Dream (1990),
1585,Lashou shentan (1992),0093199
1586,Terror in a Texas Town (1958),0049521
1587,Salut cousin! (1996),0061495
1588,Schizopolis (1996),0094822
1589,"To Have, or Not (1995)",0024252
1590,Duoluo tianshi (1995),0043140
1591,"Magic Hour, The (1998)",0039881
1592,Death in Brunswick (1991),
1593,Everest (1998),0039004
1594,Shopping (1994),0099028
1595,Nemesis 2: Nebula (1995),0104684
1596,Romper Stomper (1992),0052287
1597,City of Industry (1997),0117544
1598,Someone Else's America (1995),0117561
1599,Guantanamera (1994),0037382
1600,Office Killer (1997),0112913
1601,"Price Above Rubies, A (1998)",0159177
1602,Angela (1995),0101692
1603,He Walked by Night (1948),0120661
1604,Love Serenade (1996),0111173
1607,Buddy (1997),0113948
1608,B*A*P*S (1997),0105275
1609,"Truth or Consequences, N.M. (1997)",0118859
1610,Intimate Relations (1996),0114494
1611,"Leading Man, The (1996)",0490080
1612,Tokyo Fist (1995),0119819
1613,"Reluctant Debutante, The (1958)",0120793
1614,Warriors of Virtue (1997),0112364
1615,Desert Winds (1995),0040427
1617,King of New York (1990),0116930
1618,All Things Fair (1996),
1619,"Sixth Man, The (1997)",
1620,Butterfly Kiss (1995),0118787
1621,"Paris, France (1993)",0118663
1622,"Cérémonie, La (1995)",0120383
1623,Hush (1998),0116643
1625,Nobody Loves Me (Keiner liebt mich) (1994),0116845
1626,"Wife, The (1995)",0114690
1627,Lamerica (1994),0052126
1628,Nico Icon (1995),0120479
1629,"Silence of the Palace, The (Saimt el Qusur) (1994)",0112849
1630,"Slingshot, The (1993)",
1631,Land and Freedom (Tierra y libertad) (1995),0099939
1632,Á köldum klaka (Cold Fever) (1994),0113720
1633,Etz Hadomim Tafus (Under the Domin Tree) (1994),0120142
1634,Two Friends (1986) ,0112604
1635,Brothers in Trouble (1995),0107779
1636,Girls Town (1996),0112769
1637,Normal Life (1996),0118744
1638,Bitter Sugar (Azucar Amargo) (1996),
1639,"Eighth Day, The (1996)",0110251
1640,Dadetown (1995),0112126
1641,Some Mother's Son (1996),0110299
1642,Angel Baby (1995),0113973
1643,Sudden Manhattan (1996),
1644,"Butcher Boy, The (1998)",0107349
1645,Men With Guns (1997),0114671
1646,Hana-bi (1997),
1647,"Niagara, Niagara (1997)",
1648,"Big One, The (1997)",0092123
1650,"Spanish Prisoner, The (1997)",0112586
1651,Temptress Moon (Feng Yue) (1996),0116418
1652,Entertaining Angels: The Dorothy Day Story (1996),0117202
1654,"Favor, The (1994)",
1655,Little City (1998),0116581
1656,Target (1995),0112777
1658,Getting Away With Murder (1996),0117690
1659,Small Faces (1995),0112362
1660,"New Age, The (1994)",0117775
1661,Rough Magic (1995),0118804
1662,Nothing Personal (1995),0119657
1663,8 Heads in a Duffel Bag (1997),0119250
1664,"Brother's Kiss, A (1997)",0119780
1665,Ripe (1996),0124295
1666,"Next Step, The (1995)",
1667,Wedding Bell Blues (1996),0120176
1668,MURDER and murder (1996),
1669,Tainted (1998),0116212
1670,"Further Gesture, A (1996)",
1671,Kika (1993),0109783
1672,Mirage (1995),0119548
1673,Mamma Roma (1962),0229057
1674,"Sunchaser, The (1996)",
1675,"War at Home, The (1996)",0116405
1676,Sweet Nothing (1995),0114474
1677,Mat' i syn (1997),0110649
1678,B. Monkey (1998),0114303
1680,You So Crazy (1994),0114007
1681,Scream of Stone (Schrei aus Stein) (1991),0118541
